"short_name","age","height_cm","weight_kg","overall","potential","value_eur","wage_eur","release_clause_eur","club_name","league_name","club_position","nationality_name","preferred_foot","gender","eficiencia_salarial","indice_proyeccion","gap_mercado","general_position","overall_tier"
"G. Evans",26,170,59,76,78,8e+06,800,17400000,"Manchester United W","Women's Super League","SUB","Wales","Left","Female",0.0948813982521848,0.0769230769230769,9400000,"Otros","Medio (75-79)"
"S. D'Angelo",30,173,69,76,77,5500000,650,11700000,"Arsenal W","Women's Super League","SUB","Canada","Left","Female",0.116743471582181,0.0333333333333333,6200000,"Otros","Medio (75-79)"
"C. Sáez",28,166,60,76,77,7e+06,850,15200000,"Madrid CFF W","Primera Division Women","LCB","Chile","Left","Female",0.0893066980023502,0.0357142857142857,8200000,"Defensa","Medio (75-79)"
"M. Thomas",27,170,62,76,77,9e+06,950,19600000,"Manchester United W","Women's Super League","SUB","Scotland","Right","Female",0.0799158780231335,0.037037037037037,10600000,"Otros","Medio (75-79)"
"K. Louis",26,170,68,76,77,8e+06,800,17400000,"Montpellier W","Feminine Division 1","LM","Haiti","Left","Female",0.0948813982521848,0.0384615384615385,9400000,"Centrocampista","Medio (75-79)"
"A. Traoré",25,172,59,76,77,9e+06,850,20500000,"Guingamp W","Feminine Division 1","LM","Mali","Right","Female",0.0893066980023502,0.04,11500000,"Centrocampista","Medio (75-79)"
"L. Gevitz",29,174,65,76,77,7e+06,850,15200000,"Montpellier W","Feminine Division 1","SUB","Denmark","Right","Female",0.0893066980023502,0.0344827586206897,8200000,"Otros","Medio (75-79)"
"A. Hess",26,177,65,76,77,9e+06,850,20500000,"MSV Duisburg W","Bundesliga Women","CAM","United States","Right","Female",0.0893066980023502,0.0384615384615385,11500000,"Centrocampista","Medio (75-79)"
"T. Duggan",31,168,59,76,76,6500000,950,13700000,"Everton W","Women's Super League","LW","England","Right","Female",0.0799158780231335,0,7200000,"Delantero","Medio (75-79)"
"L. Maier",30,163,62,76,76,6500000,800,13700000,"Hoffenheim W","Bundesliga Women","LB","Germany","Right","Female",0.0948813982521848,0,7200000,"Defensa","Medio (75-79)"
"M. Thorisdottir",30,171,68,76,76,6e+06,800,12600000,"Brighton & Hove Albion W","Women's Super League","SUB","Norway","Right","Female",0.0948813982521848,0,6600000,"Otros","Medio (75-79)"
"R. Percival",33,161,57,76,76,4600000,850,9700000,"Tottenham W","Women's Super League","SUB","New Zealand","Right","Female",0.0893066980023502,0,5100000,"Otros","Medio (75-79)"
"María José",39,157,49,76,76,2400000,700,5300000,"UDG Tenerife W","Primera Division Women","LW","Spain","Right","Female",0.108416547788873,0,2900000,"Delantero","Medio (75-79)"
"J. Beattie",32,177,67,76,76,4900000,800,10000000,"Arsenal W","Women's Super League","SUB","Scotland","Right","Female",0.0948813982521848,0,5100000,"Otros","Medio (75-79)"
"F. Meffometou",33,163,64,76,76,3900000,800,8200000,"Fleury 91 W","Feminine Division 1","RB","Cameroon","Right","Female",0.0948813982521848,0,4300000,"Defensa","Medio (75-79)"
"Li Mengwen",28,166,56,76,76,7e+06,850,14700000,"Brighton & Hove Albion W","Women's Super League","SUB","China PR","Right","Female",0.0893066980023502,0,7700000,"Otros","Medio (75-79)"
"J. Vanhaevermaet",31,185,72,76,76,6e+06,850,12600000,"Everton W","Women's Super League","SUB","Belgium","Right","Female",0.0893066980023502,0,6600000,"Otros","Medio (75-79)"
"J. Meißner",29,168,60,76,76,6500000,850,14300000,"SGS Essen W","Bundesliga Women","RCB","Germany","Right","Female",0.0893066980023502,0,7800000,"Defensa","Medio (75-79)"
"A. Pfluger",29,162,57,76,76,7500000,900,16500000,"SGS Essen W","Bundesliga Women","RDM","Germany","Right","Female",0.0843507214206437,0,9e+06,"Otros","Medio (75-79)"
"B. Spencer",32,167,57,76,76,3700000,650,7800000,"Tottenham W","Women's Super League","GK","Jamaica","Right","Female",0.116743471582181,0,4100000,"Portero","Medio (75-79)"
"R. Williams",35,169,68,76,76,3200000,700,6700000,"Manchester United W","Women's Super League","SUB","England","Right","Female",0.108416547788873,0,3500000,"Otros","Medio (75-79)"
"R. Petzelberger",30,163,54,76,76,7e+06,850,14700000,"Tottenham W","Women's Super League","SUB","Germany","Right","Female",0.0893066980023502,0,7700000,"Otros","Medio (75-79)"
"D. Turner",31,170,58,76,76,5e+06,800,10500000,"Aston Villa W","Women's Super League","LCB","England","Left","Female",0.0948813982521848,0,5500000,"Defensa","Medio (75-79)"
"C. Lacasse",29,170,56,76,76,7500000,1000,15400000,"Arsenal W","Women's Super League","SUB","Canada","Right","Female",0.0759240759240759,0,7900000,"Otros","Medio (75-79)"
"J. Rabanne",34,153,57,76,76,3500000,850,7700000,"Lille W","Feminine Division 1","RM","France","Right","Female",0.0893066980023502,0,4200000,"Centrocampista","Medio (75-79)"
"C. Boureille",29,175,60,76,76,7500000,900,15800000,"Montpellier W","Feminine Division 1","RDM","United States","Right","Female",0.0843507214206437,0,8300000,"Otros","Medio (75-79)"
"Nerea",29,163,52,76,76,6500000,850,14300000,"Villarreal W","Primera Division Women","RB","Spain","Right","Female",0.0893066980023502,0,7800000,"Defensa","Medio (75-79)"
"Pisco",34,159,55,76,76,2800000,800,6200000,"UDG Tenerife W","Primera Division Women","LB","Spain","Left","Female",0.0948813982521848,0,3400000,"Defensa","Medio (75-79)"
"Sandra Castelló",29,171,58,76,76,6500000,850,14300000,"Huelva W","Primera Division Women","LCM","Spain","Right","Female",0.0893066980023502,0,7800000,"Centrocampista","Medio (75-79)"
"Patri Ojeda",32,166,55,76,76,4900000,800,10800000,"Huelva W","Primera Division Women","LCB","Spain","Right","Female",0.0948813982521848,0,5900000,"Defensa","Medio (75-79)"
"J. Owusu",21,163,58,75,88,1.4e+07,600,38200000,"Real Sociedad W","Primera Division Women","LCM","Ghana","Right","Female",0.124792013311148,0.619047619047619,24200000,"Centrocampista","Medio (75-79)"
"Eva Navarro",22,161,56,75,87,1.4e+07,800,32200000,"Atletico Madrid W","Primera Division Women","SUB","Spain","Right","Female",0.0936329588014981,0.545454545454545,18200000,"Otros","Medio (75-79)"
"Érika González",18,170,61,75,87,1.3e+07,500,29900000,"Levante W","Primera Division Women","SUB","Spain","Right","Female",0.149700598802395,0.666666666666667,16900000,"Otros","Medio (75-79)"
"Silvia Lloris",19,168,55,75,87,13500000,500,31100000,"Levante W","Primera Division Women","SUB","Spain","Right","Female",0.149700598802395,0.631578947368421,17600000,"Otros","Medio (75-79)"
"A. Sombath",19,167,60,75,86,11500000,500,25900000,"Olympique Lyonnais W","Feminine Division 1","SUB","France","Right","Female",0.149700598802395,0.578947368421053,14400000,"Otros","Medio (75-79)"
"Fiamma Benítez",18,168,58,75,86,1.2e+07,500,28800000,"Valencia W","Primera Division Women","LCM","Spain","Right","Female",0.149700598802395,0.611111111111111,16800000,"Centrocampista","Medio (75-79)"
"Mariana Cerro",23,170,59,75,86,1.2e+07,650,27600000,"Athletic Bilbao W","Primera Division Women","LDM","Spain","Right","Female",0.115207373271889,0.478260869565217,15600000,"Otros","Medio (75-79)"
"A. Halverkamps",22,169,63,75,85,12500000,700,30000000,"MSV Duisburg W","Bundesliga Women","SUB","Germany","Right","Female",0.106990014265335,0.454545454545455,17500000,"Otros","Medio (75-79)"
"Rosa Otermín",22,167,57,75,85,1.2e+07,650,28800000,"Sevilla W","Primera Division Women","LB","Spain","Right","Female",0.115207373271889,0.454545454545455,16800000,"Defensa","Medio (75-79)"
"Jone Amezaga",18,169,57,75,85,1.2e+07,500,27600000,"Athletic Bilbao W","Primera Division Women","LM","Spain","Right","Female",0.149700598802395,0.555555555555556,15600000,"Centrocampista","Medio (75-79)"
"Cecilia Marcos",21,165,55,75,85,12500000,700,28800000,"Real Sociedad W","Primera Division Women","SUB","Spain","Right","Female",0.106990014265335,0.476190476190476,16300000,"Otros","Medio (75-79)"
"R. Carrasco",20,159,62,75,85,1.2e+07,550,28800000,"Huelva W","Primera Division Women","LB","Venezuela","Right","Female",0.136116152450091,0.5,16800000,"Defensa","Medio (75-79)"
"K. Albert",19,172,62,75,85,1.2e+07,500,27600000,"Paris Saint Germain W","Feminine Division 1","SUB","United States","Right","Female",0.149700598802395,0.526315789473684,15600000,"Otros","Medio (75-79)"
"J. Baijings",22,168,58,75,84,12500000,700,28800000,"Bayern Munich W","Bundesliga Women","SUB","Netherlands","Left","Female",0.106990014265335,0.409090909090909,16300000,"Otros","Medio (75-79)"
"N. Lührßen",23,165,67,75,84,12500000,700,30000000,"Werder Bremen W","Bundesliga Women","LM","Germany","Left","Female",0.106990014265335,0.391304347826087,17500000,"Centrocampista","Medio (75-79)"
"A. Fontaine",18,168,61,75,84,1.2e+07,500,27600000,"Fleury 91 W","Feminine Division 1","LW","France","Left","Female",0.149700598802395,0.5,15600000,"Delantero","Medio (75-79)"
"J. Le Guilly",21,171,63,75,83,1.2e+07,550,27600000,"Paris Saint Germain W","Feminine Division 1","SUB","France","Right","Female",0.136116152450091,0.380952380952381,15600000,"Otros","Medio (75-79)"
"M. Le Mouël",21,168,61,75,83,1.2e+07,550,27600000,"Paris W","Feminine Division 1","RDM","France","Right","Female",0.136116152450091,0.380952380952381,15600000,"Otros","Medio (75-79)"
"Bibi",24,174,62,75,83,11500000,650,26500000,"Athletic Bilbao W","Primera Division Women","LCB","Spain","Right","Female",0.115207373271889,0.333333333333333,1.5e+07,"Defensa","Medio (75-79)"
"Noelia Ramos",24,168,60,75,83,1.1e+07,500,26400000,"UDG Tenerife W","Primera Division Women","GK","Spain","Right","Female",0.149700598802395,0.333333333333333,15400000,"Portero","Medio (75-79)"
"H. Miyazawa",23,160,53,75,83,12500000,700,28800000,"Manchester United W","Women's Super League","SUB","Japan","Right","Female",0.106990014265335,0.347826086956522,16300000,"Otros","Medio (75-79)"
"Diana Gomes",24,167,60,75,82,10500000,650,25200000,"Sevilla W","Primera Division Women","RCB","Portugal","Right","Female",0.115207373271889,0.291666666666667,14700000,"Defensa","Medio (75-79)"
"M. Cardia",23,160,55,75,82,11500000,700,27600000,"Le Havre W","Feminine Division 1","RM","France","Left","Female",0.106990014265335,0.304347826086957,16100000,"Centrocampista","Medio (75-79)"
"Lucía Rodríguez",24,164,60,75,82,10500000,650,25200000,"Sevilla W","Primera Division Women","SUB","Spain","Right","Female",0.115207373271889,0.291666666666667,14700000,"Otros","Medio (75-79)"
"Nuria Rábano",24,165,57,75,82,10500000,650,23600000,"Wolfsburg W","Bundesliga Women","SUB","Spain","Left","Female",0.115207373271889,0.291666666666667,13100000,"Otros","Medio (75-79)"
"H. Fercocq",24,177,60,75,81,8e+06,650,19200000,"Dijon W","Feminine Division 1","LDM","France","Right","Female",0.115207373271889,0.25,11200000,"Otros","Medio (75-79)"
"E. Jézéquel",22,162,58,75,81,8e+06,650,19200000,"Guingamp W","Feminine Division 1","LCB","France","Left","Female",0.115207373271889,0.272727272727273,11200000,"Defensa","Medio (75-79)"
"E. Kouache",23,163,53,75,81,8500000,650,20400000,"Le Havre W","Feminine Division 1","RB","France","Right","Female",0.115207373271889,0.260869565217391,11900000,"Defensa","Medio (75-79)"
"Ana Franco",24,171,56,75,81,9e+06,800,21600000,"Sevilla W","Primera Division Women","SUB","Spain","Right","Female",0.0936329588014981,0.25,12600000,"Otros","Medio (75-79)"
"M. Piemonte",25,178,67,75,80,8500000,850,18500000,"Everton W","Women's Super League","SUB","Italy","Right","Female",0.0881316098707403,0.2,1e+07,"Otros","Medio (75-79)"
"E. Holmgren",26,171,67,75,80,6500000,600,14100000,"Levante W","Primera Division Women","RES","Sweden","Right","Female",0.124792013311148,0.192307692307692,7600000,"Otros","Medio (75-79)"
"L. Hausicke",25,176,66,75,80,7500000,700,17100000,"Werder Bremen W","Bundesliga Women","LDM","Germany","Right","Female",0.106990014265335,0.2,9600000,"Otros","Medio (75-79)"
"L. Goetsch",23,171,62,75,80,8e+06,650,18200000,"Dijon W","Feminine Division 1","RB","France","Right","Female",0.115207373271889,0.217391304347826,10200000,"Defensa","Medio (75-79)"
"C. Holland",25,165,57,75,80,8e+06,800,18200000,"Liverpool W","Women's Super League","RCM","Wales","Right","Female",0.0936329588014981,0.2,10200000,"Centrocampista","Medio (75-79)"
"J. Lerond",23,169,74,75,80,7e+06,500,15900000,"Bordeaux W","Feminine Division 1","GK","France","Right","Female",0.149700598802395,0.217391304347826,8900000,"Portero","Medio (75-79)"
"F. Kett",18,171,61,75,80,8e+06,500,17400000,"Bayern Munich W","Bundesliga Women","SUB","Germany","Left","Female",0.149700598802395,0.277777777777778,9400000,"Otros","Medio (75-79)"
"K. Real",24,164,58,75,80,8e+06,650,18200000,"Valencia W","Primera Division Women","RB","Ecuador","Right","Female",0.115207373271889,0.208333333333333,10200000,"Defensa","Medio (75-79)"
"V. Sarri",25,167,59,75,78,7500000,800,16300000,"Brighton & Hove Albion W","Women's Super League","LM","Greece","Left","Female",0.0936329588014981,0.12,8800000,"Centrocampista","Medio (75-79)"
"Thais Ferreira",27,165,59,75,78,6500000,750,14800000,"UDG Tenerife W","Primera Division Women","RCB","Brazil","Right","Female",0.099866844207723,0.111111111111111,8300000,"Defensa","Medio (75-79)"
"Naima García",25,160,52,75,78,7500000,800,17100000,"Granada W","Primera Division Women","LM","Spain","Left","Female",0.0936329588014981,0.12,9600000,"Centrocampista","Medio (75-79)"
"M. Ulbrich",26,175,65,75,77,6e+06,750,13700000,"Werder Bremen W","Bundesliga Women","RCB","Germany","Right","Female",0.099866844207723,0.0769230769230769,7700000,"Defensa","Medio (75-79)"
"D. Davis",28,173,69,75,77,5500000,800,12500000,"Le Havre W","Feminine Division 1","LCB","United States","Right","Female",0.0936329588014981,0.0714285714285714,7e+06,"Defensa","Medio (75-79)"
"Esther Sullastres",30,173,58,75,76,4200000,600,9600000,"Sevilla W","Primera Division Women","GK","Spain","Right","Female",0.124792013311148,0.0333333333333333,5400000,"Portero","Medio (75-79)"
"J. Kaneryd",26,163,58,75,76,6500000,900,13800000,"Chelsea W","Women's Super League","SUB","Sweden","Right","Female",0.0832408435072142,0.0384615384615385,7300000,"Otros","Medio (75-79)"
"J. Steinert",27,164,56,75,76,6e+06,750,13100000,"Freiburg W","Bundesliga Women","SUB","Germany","Right","Female",0.099866844207723,0.037037037037037,7100000,"Otros","Medio (75-79)"
"M. Barth",29,166,60,75,76,5e+06,800,10900000,"Atletico Madrid W","Primera Division Women","SUB","Germany","Right","Female",0.0936329588014981,0.0344827586206897,5900000,"Otros","Medio (75-79)"
"R. Ayane",27,180,60,75,76,6500000,900,14100000,"Tottenham W","Women's Super League","RM","Morocco","Right","Female",0.0832408435072142,0.037037037037037,7600000,"Centrocampista","Medio (75-79)"
"N. Sørensen",25,179,61,75,76,6500000,850,14100000,"Everton W","Women's Super League","RW","Denmark","Right","Female",0.0881316098707403,0.04,7600000,"Delantero","Medio (75-79)"
"L. Declercq",28,168,62,75,76,5500000,800,12500000,"Dijon W","Feminine Division 1","RDM","France","Right","Female",0.0936329588014981,0.0357142857142857,7e+06,"Otros","Medio (75-79)"
"C. Bouziane",26,168,60,75,76,6500000,900,14100000,"Freiburg W","Bundesliga Women","SUB","Germany","Right","Female",0.0832408435072142,0.0384615384615385,7600000,"Otros","Medio (75-79)"
"R. Maier",27,166,59,75,76,6500000,900,14800000,"SGS Essen W","Bundesliga Women","ST","Germany","Right","Female",0.0832408435072142,0.037037037037037,8300000,"Delantero","Medio (75-79)"
"Virginia Torrecilla",28,174,63,75,75,4900000,800,10800000,"Villarreal W","Primera Division Women","SUB","Spain","Right","Female",0.0936329588014981,0,5900000,"Otros","Medio (75-79)"
"L. Wensing",30,173,58,75,75,4600000,750,9700000,"Freiburg W","Bundesliga Women","SUB","Germany","Right","Female",0.099866844207723,0,5100000,"Otros","Medio (75-79)"
"Aline Reis",34,162,60,75,75,950000,600,2100000,"UDG Tenerife W","Primera Division Women","SUB","Brazil","Right","Female",0.124792013311148,0,1150000,"Otros","Medio (75-79)"
"Eunate",32,163,63,75,75,3900000,750,8200000,"Athletic Bilbao W","Primera Division Women","SUB","Spain","Left","Female",0.099866844207723,0,4300000,"Otros","Medio (75-79)"
"V. Bøe Risa",27,165,59,75,75,6e+06,850,12600000,"Atletico Madrid W","Primera Division Women","RES","Norway","Right","Female",0.0881316098707403,0,6600000,"Otros","Medio (75-79)"
"S. Howard",29,175,59,75,75,4700000,800,10300000,"Leicester City W","Women's Super League","RCB","Scotland","Right","Female",0.0936329588014981,0,5600000,"Defensa","Medio (75-79)"
"K. Smith",29,164,55,75,75,4900000,800,10300000,"West Ham United W","Women's Super League","LB","Scotland","Right","Female",0.0936329588014981,0,5400000,"Defensa","Medio (75-79)"
"A. Barroso",30,165,60,75,75,4600000,750,10100000,"UDG Tenerife W","Primera Division Women","SUB","Argentina","Right","Female",0.099866844207723,0,5500000,"Otros","Medio (75-79)"
"E. Kullberg",31,170,62,75,75,3800000,750,8000000,"Brighton & Hove Albion W","Women's Super League","LCB","Sweden","Right","Female",0.099866844207723,0,4200000,"Defensa","Medio (75-79)"
"J. Cayman",34,167,61,75,75,2100000,750,4600000,"Leicester City W","Women's Super League","RB","Belgium","Right","Female",0.099866844207723,0,2500000,"Defensa","Medio (75-79)"
"V. Kirchberger",30,176,65,75,75,4600000,750,9700000,"Eintracht Frankfurt W","Bundesliga Women","LCB","Austria","Right","Female",0.099866844207723,0,5100000,"Defensa","Medio (75-79)"
"A. Whelan",31,170,63,75,75,4700000,850,10300000,"Leicester City W","Women's Super League","CAM","England","Right","Female",0.0881316098707403,0,5600000,"Centrocampista","Medio (75-79)"
"A. Stringer",28,183,74,75,75,4900000,800,10300000,"West Ham United W","Women's Super League","RCM","England","Right","Female",0.0936329588014981,0,5400000,"Centrocampista","Medio (75-79)"
"C. Fernandes",30,167,56,75,75,4800000,750,10100000,"Fleury 91 W","Feminine Division 1","SUB","France","Right","Female",0.099866844207723,0,5300000,"Otros","Medio (75-79)"
"Mélissa Gomes",29,167,60,75,75,5500000,950,12100000,"Stade de Reims W","Feminine Division 1","ST","Portugal","Right","Female",0.0788643533123028,0,6600000,"Delantero","Medio (75-79)"
"N. Ali Nadjim",28,161,57,75,75,6e+06,950,13200000,"Le Havre W","Feminine Division 1","ST","France","Right","Female",0.0788643533123028,0,7200000,"Delantero","Medio (75-79)"
"K. Veje",32,174,61,75,75,3900000,750,8200000,"Everton W","Women's Super League","LB","Denmark","Left","Female",0.099866844207723,0,4300000,"Defensa","Medio (75-79)"
"Patri Gavira",34,171,68,75,75,1800000,750,4000000,"UDG Tenerife W","Primera Division Women","LCB","Spain","Right","Female",0.099866844207723,0,2200000,"Defensa","Medio (75-79)"
"K. Robinson",20,160,56,74,85,9500000,550,21900000,"Brighton & Hove Albion W","Women's Super League","RM","England","Right","Female",0.134301270417423,0.55,12400000,"Centrocampista","Bajo (<75)"
"E. Morgan",22,178,59,74,85,9e+06,600,20700000,"Manchester City W","Women's Super League","SUB","England","Right","Female",0.123128119800333,0.5,11700000,"Otros","Bajo (<75)"
"M. Fishel",22,170,67,74,85,9500000,750,21400000,"Chelsea W","Women's Super League","RES","United States","Right","Female",0.0985352862849534,0.5,11900000,"Otros","Bajo (<75)"
"D. van Domselaar",23,176,66,74,84,8e+06,500,18400000,"Aston Villa W","Women's Super League","GK","Netherlands","Right","Female",0.147704590818363,0.434782608695652,10400000,"Portero","Bajo (<75)"
"Z. Meršnik",22,170,62,74,84,8e+06,500,19200000,"Huelva W","Primera Division Women","GK","Slovenia","Right","Female",0.147704590818363,0.454545454545455,11200000,"Portero","Bajo (<75)"
"N. Räcke",21,174,65,74,84,9e+06,500,21600000,"RB Leipzig W","Bundesliga Women","LCB","Germany","Right","Female",0.147704590818363,0.476190476190476,12600000,"Defensa","Bajo (<75)"
"S. Winkler",20,175,64,74,84,8e+06,500,19200000,"SGS Essen W","Bundesliga Women","GK","Germany","Right","Female",0.147704590818363,0.5,11200000,"Portero","Bajo (<75)"
"A. Gudorf",22,158,54,74,84,9e+06,600,20700000,"Freiburg W","Bundesliga Women","SUB","Germany","Right","Female",0.123128119800333,0.454545454545455,11700000,"Otros","Bajo (<75)"
"Paula Arana",21,172,60,74,84,9500000,550,21900000,"Athletic Bilbao W","Primera Division Women","SUB","Spain","Right","Female",0.134301270417423,0.476190476190476,12400000,"Otros","Bajo (<75)"
"K. Holmgaard",24,180,63,74,83,9e+06,600,20700000,"Everton W","Women's Super League","CDM","Denmark","Right","Female",0.123128119800333,0.375,11700000,"Centrocampista","Bajo (<75)"
"N. Kowalski",20,170,63,74,83,9500000,550,22800000,"SGS Essen W","Bundesliga Women","CAM","Germany","Right","Female",0.134301270417423,0.45,13300000,"Centrocampista","Bajo (<75)"
"J. Leitzig",24,184,72,74,82,8e+06,500,19200000,"Leicester City W","Women's Super League","GK","Germany","Right","Female",0.147704590818363,0.333333333333333,11200000,"Portero","Bajo (<75)"
"C. Fröhlich",19,169,61,74,82,8500000,500,19600000,"Bayer Leverkusen W","Bundesliga Women","SUB","Germany","Right","Female",0.147704590818363,0.421052631578947,11100000,"Otros","Bajo (<75)"
"V. Leimenstoll",22,167,58,74,82,9500000,750,21900000,"Hoffenheim W","Bundesliga Women","SUB","Germany","Right","Female",0.0985352862849534,0.363636363636364,12400000,"Otros","Bajo (<75)"
"A. Patten",24,178,57,74,82,8500000,600,19600000,"Aston Villa W","Women's Super League","SUB","England","Right","Female",0.123128119800333,0.333333333333333,11100000,"Otros","Bajo (<75)"
"L. Joly",21,168,58,74,82,9e+06,500,21600000,"Stade de Reims W","Feminine Division 1","CM","France","Right","Female",0.147704590818363,0.380952380952381,12600000,"Centrocampista","Bajo (<75)"
"M. Roth",21,174,59,74,82,9500000,650,22800000,"Dijon W","Feminine Division 1","ST","France","Right","Female",0.113671274961598,0.380952380952381,13300000,"Delantero","Bajo (<75)"
"Lucía Pardo",23,170,55,74,82,9500000,750,21900000,"Madrid CFF W","Primera Division Women","SUB","Spain","Right","Female",0.0985352862849534,0.347826086956522,12400000,"Otros","Bajo (<75)"
"L. Marti",23,162,56,74,81,8e+06,600,18400000,"Bayer Leverkusen W","Bundesliga Women","LB","Switzerland","Right","Female",0.123128119800333,0.304347826086957,10400000,"Defensa","Bajo (<75)"
"S. Julini",20,169,64,74,81,8e+06,500,18000000,"Olympique Lyonnais W","Feminine Division 1","RES","Switzerland","Right","Female",0.147704590818363,0.35,1e+07,"Otros","Bajo (<75)"
"G. Kazadi",22,163,58,74,81,8e+06,600,19200000,"Guingamp W","Feminine Division 1","RB","France","Right","Female",0.123128119800333,0.318181818181818,11200000,"Defensa","Bajo (<75)"
"Ruth Álvarez",23,172,58,74,81,8e+06,600,18400000,"Madrid CFF W","Primera Division Women","SUB","Spain","Left","Female",0.123128119800333,0.304347826086957,10400000,"Otros","Bajo (<75)"
"L. Kop",25,173,64,74,80,5e+06,550,12000000,"Leicester City W","Women's Super League","SUB","Netherlands","Right","Female",0.134301270417423,0.24,7e+06,"Otros","Bajo (<75)"
"T. Micah",25,176,64,74,80,5e+06,550,12000000,"Liverpool W","Women's Super League","SUB","Australia","Right","Female",0.134301270417423,0.24,7e+06,"Otros","Bajo (<75)"
"C. Caputo",24,168,57,74,80,6500000,750,15600000,"Saint-Étienne W","Feminine Division 1","RW","France","Left","Female",0.0985352862849534,0.25,9100000,"Delantero","Bajo (<75)"
"T. Hinds",24,160,55,74,80,6e+06,600,14400000,"Liverpool W","Women's Super League","LWB","England","Left","Female",0.123128119800333,0.25,8400000,"Defensa","Bajo (<75)"
"N. Riesen",23,166,59,74,80,6e+06,600,13800000,"Eintracht Frankfurt W","Bundesliga Women","SUB","Switzerland","Left","Female",0.123128119800333,0.260869565217391,7800000,"Otros","Bajo (<75)"
"A. Arfaoui",23,160,56,74,79,6500000,750,14100000,"Bayer Leverkusen W","Bundesliga Women","ST","Switzerland","Right","Female",0.0985352862849534,0.217391304347826,7600000,"Delantero","Bajo (<75)"
"M. Friedrich",26,173,62,74,79,5500000,700,12000000,"Bayer Leverkusen W","Bundesliga Women","LDM","Germany","Right","Female",0.105563480741797,0.192307692307692,6500000,"Otros","Bajo (<75)"
"M. Brandenburg",25,169,60,74,79,5500000,650,12500000,"Werder Bremen W","Bundesliga Women","CB","Germany","Right","Female",0.113671274961598,0.2,7e+06,"Defensa","Bajo (<75)"
"H. Mansuy",26,168,54,74,79,5500000,700,12500000,"Le Havre W","Feminine Division 1","RCB","France","Right","Female",0.105563480741797,0.192307692307692,7e+06,"Defensa","Bajo (<75)"
"F. Nagano",24,160,53,74,79,6500000,650,14800000,"Liverpool W","Women's Super League","LCM","Japan","Right","Female",0.113671274961598,0.208333333333333,8300000,"Centrocampista","Bajo (<75)"
"Bea Beltrán",25,160,52,74,79,6e+06,650,13700000,"UDG Tenerife W","Primera Division Women","SUB","Spain","Left","Female",0.113671274961598,0.2,7700000,"Otros","Bajo (<75)"
"M. Haley",24,170,64,74,79,6500000,750,14100000,"Brighton & Hove Albion W","Women's Super League","SUB","United States","Right","Female",0.0985352862849534,0.208333333333333,7600000,"Otros","Bajo (<75)"
"L. Graf",24,160,55,74,78,6e+06,650,13700000,"RB Leipzig W","Bundesliga Women","RDM","Germany","Left","Female",0.113671274961598,0.166666666666667,7700000,"Otros","Bajo (<75)"
"T. Hansen",25,165,55,74,77,5e+06,650,10900000,"Bayern Munich W","Bundesliga Women","LB","Norway","Right","Female",0.113671274961598,0.12,5900000,"Defensa","Bajo (<75)"
"E. Legrout",25,163,51,74,77,5500000,750,12500000,"Saint-Étienne W","Feminine Division 1","RCM","France","Right","Female",0.0985352862849534,0.12,7e+06,"Centrocampista","Bajo (<75)"
"S. Elisor",26,174,62,74,77,5500000,750,12500000,"Le Havre W","Feminine Division 1","LCM","France","Right","Female",0.0985352862849534,0.115384615384615,7e+06,"Centrocampista","Bajo (<75)"
"Maddi Torre",27,172,61,74,77,4900000,700,10700000,"Athletic Bilbao W","Primera Division Women","SUB","Spain","Left","Female",0.105563480741797,0.111111111111111,5800000,"Otros","Bajo (<75)"
"Andrea Marrero",26,169,60,74,77,4900000,700,11100000,"UDG Tenerife W","Primera Division Women","SUB","Spain","Right","Female",0.105563480741797,0.115384615384615,6200000,"Otros","Bajo (<75)"
"Laura Pérez",25,167,58,74,77,5500000,750,12500000,"Granada W","Primera Division Women","RM","Spain","Right","Female",0.0985352862849534,0.12,7e+06,"Centrocampista","Bajo (<75)"
"A. Vangsgaard",26,182,57,74,76,5500000,850,12000000,"Paris Saint Germain W","Feminine Division 1","SUB","Denmark","Right","Female",0.0869565217391304,0.0769230769230769,6500000,"Otros","Bajo (<75)"
"M. Berentzen",26,170,63,74,75,5e+06,750,11400000,"SGS Essen W","Bundesliga Women","LM","Germany","Left","Female",0.0985352862849534,0.0384615384615385,6400000,"Centrocampista","Bajo (<75)"
"Carol Férez",32,163,53,74,74,3300000,750,7300000,"Real Betis W","Primera Division Women","CAM","Spain","Right","Female",0.0985352862849534,0,4e+06,"Centrocampista","Bajo (<75)"
"M. Lawley",29,165,61,74,74,4100000,800,9000000,"Liverpool W","Women's Super League","LM","England","Right","Female",0.0923845193508115,0,4900000,"Centrocampista","Bajo (<75)"
"Marta Carro",32,177,68,74,74,3300000,750,7300000,"Valencia W","Primera Division Women","CDM","Spain","Right","Female",0.0985352862849534,0,4e+06,"Centrocampista","Bajo (<75)"
"Peke",31,155,53,74,74,3600000,850,7600000,"Athletic Bilbao W","Primera Division Women","SUB","Spain","Right","Female",0.0869565217391304,0,4e+06,"Otros","Bajo (<75)"
"D. Spence",30,164,62,74,74,4e+06,750,8400000,"Tottenham W","Women's Super League","SUB","Jamaica","Right","Female",0.0985352862849534,0,4400000,"Otros","Bajo (<75)"
